name,discriminator,properties,opacity,receivesLight,insubstantial,resource,tileEntity,tileEntityId,treeRelated,vegetation,blockLight,natural,watery,colour
"rainbow:light_gray_300_block",,,15,true,true,false,false,,false,false,0,true,false,fffffcfc
"rainbow:light_gray_300_plate",,,15,true,true,false,false,,false,false,0,true,false,fffffcfc
"rainbow:light_gray_300_lit",,,15,true,true,false,false,,false,false,15,true,false,fffffcfc
"rainbow:light_gray_300_lamp",,,15,true,true,false,false,,false,false,15,true,false,fffffcfc
"rainbow:light_gray_300_glass",,,5,true,true,false,false,,false,false,0,true,false,fffffcfc
"rainbow:light_gray_400_block",,,15,true,true,false,false,,false,false,0,true,false,fffcf5e4
"rainbow:light_gray_400_plate",,,15,true,true,false,false,,false,false,0,true,false,fffcf5e4
"rainbow:light_gray_400_lit",,,15,true,true,false,false,,false,false,15,true,false,fffcf5e4
"rainbow:light_gray_400_lamp",,,15,true,true,false,false,,false,false,15,true,false,fffcf5e4
"rainbow:light_gray_400_glass",,,5,true,true,false,false,,false,false,0,true,false,fffcf5e4
"rainbow:light_gray_500_block",,,15,true,true,false,false,,false,false,0,true,false,ffcec3b9
"rainbow:light_gray_500_plate",,,15,true,true,false,false,,false,false,0,true,false,ffcec3b9
"rainbow:light_gray_500_lit",,,15,true,true,false,false,,false,false,15,true,false,ffcec3b9
"rainbow:light_gray_500_lamp",,,15,true,true,false,false,,false,false,15,true,false,ffcec3b9
"rainbow:light_gray_500_glass",,,5,true,true,false,false,,false,false,0,true,false,ffcec3b9
"rainbow:light_gray_600_block",,,15,true,true,false,false,,false,false,0,true,false,ff897d7a
"rainbow:light_gray_600_plate",,,15,true,true,false,false,,false,false,0,true,false,ff897d7a
"rainbow:light_gray_600_lit",,,15,true,true,false,false,,false,false,15,true,false,ff897d7a
"rainbow:light_gray_600_lamp",,,15,true,true,false,false,,false,false,15,true,false,ff897d7a
"rainbow:light_gray_600_glass",,,5,true,true,false,false,,false,false,0,true,false,ff897d7a
"rainbow:light_gray_700_block",,,15,true,true,false,false,,false,false,0,true,false,ff3d3837
"rainbow:light_gray_700_plate",,,15,true,true,false,false,,false,false,0,true,false,ff3d3837
"rainbow:light_gray_700_lit",,,15,true,true,false,false,,false,false,15,true,false,ff3d3837
"rainbow:light_gray_700_lamp",,,15,true,true,false,false,,false,false,15,true,false,ff3d3837
"rainbow:light_gray_700_glass",,,5,true,true,false,false,,false,false,0,true,false,ff3d3837
"rainbow:light_gray_800_block",,,15,true,true,false,false,,false,false,0,true,false,ff221e1e
"rainbow:light_gray_800_plate",,,15,true,true,false,false,,false,false,0,true,false,ff221e1e
"rainbow:light_gray_800_lit",,,15,true,true,false,false,,false,false,15,true,false,ff221e1e
"rainbow:light_gray_800_lamp",,,15,true,true,false,false,,false,false,15,true,false,ff221e1e
"rainbow:light_gray_800_glass",,,5,true,true,false,false,,false,false,0,true,false,ff221e1e
"rainbow:light_gray_900_block",,,15,true,true,false,false,,false,false,0,true,false,ff191515
"rainbow:light_gray_900_plate",,,15,true,true,false,false,,false,false,0,true,false,ff191515
"rainbow:light_gray_900_lit",,,15,true,true,false,false,,false,false,15,true,false,ff191515
"rainbow:light_gray_900_lamp",,,15,true,true,false,false,,false,false,15,true,false,ff191515
"rainbow:light_gray_900_glass",,,5,true,true,false,false,,false,false,0,true,false,ff191515
"rainbow:lime_50_block",,,15,true,true,false,false,,false,false,0,true,false,ffffffff
"rainbow:lime_50_plate",,,15,true,true,false,false,,false,false,0,true,false,ffffffff
"rainbow:lime_50_lit",,,15,true,true,false,false,,false,false,15,true,false,ffffffff
"rainbow:lime_50_lamp",,,15,true,true,false,false,,false,false,15,true,false,ffffffff
"rainbow:lime_50_glass",,,5,true,true,false,false,,false,false,0,true,false,ffffffff
"rainbow:lime_100_block",,,15,true,true,false,false,,false,false,0,true,false,ffffffff
"rainbow:lime_100_plate",,,15,true,true,false,false,,false,false,0,true,false,ffffffff
"rainbow:lime_100_lit",,,15,true,true,false,false,,false,false,15,true,false,ffffffff
"rainbow:lime_100_lamp",,,15,true,true,false,false,,false,false,15,true,false,ffffffff
"rainbow:lime_100_glass",,,5,true,true,false,false,,false,false,0,true,false,ffffffff
"rainbow:lime_200_block",,,15,true,true,false,false,,false,false,0,true,false,fffffff5
"rainbow:lime_200_plate",,,15,true,true,false,false,,false,false,0,true,false,fffffff5
"rainbow:lime_200_lit",,,15,true,true,false,false,,false,false,15,true,false,fffffff5
"rainbow:lime_200_lamp",,,15,true,true,false,false,,false,false,15,true,false,fffffff5
"rainbow:lime_200_glass",,,5,true,true,false,false,,false,false,0,true,false,fffffff5
"rainbow:lime_300_block",,,15,true,true,false,false,,false,false,0,true,false,fff3ffa9
"rainbow:lime_300_plate",,,15,true,true,false,false,,false,false,0,true,false,fff3ffa9
"rainbow:lime_300_lit",,,15,true,true,false,false,,false,false,15,true,false,fff3ffa9
"rainbow:lime_300_lamp",,,15,true,true,false,false,,false,false,15,true,false,fff3ffa9
"rainbow:lime_300_glass",,,5,true,true,false,false,,false,false,0,true,false,fff3ffa9
"rainbow:lime_400_block",,,15,true,true,false,false,,false,false,0,true,false,ffbefa73
"rainbow:lime_400_plate",,,15,true,true,false,false,,false,false,0,true,false,ffbefa73
"rainbow:lime_400_lit",,,15,true,true,false,false,,false,false,15,true,false,ffbefa73
"rainbow:lime_400_lamp",,,15,true,true,false,false,,false,false,15,true,false,ffbefa73
"rainbow:lime_400_glass",,,5,true,true,false,false,,false,false,0,true,false,ffbefa73
"rainbow:lime_500_block",,,15,true,true,false,false,,false,false,0,true,false,ff8fcb4f
"rainbow:lime_500_plate",,,15,true,true,false,false,,false,false,0,true,false,ff8fcb4f
"rainbow:lime_500_lit",,,15,true,true,false,false,,false,false,15,true,false,ff8fcb4f
"rainbow:lime_500_lamp",,,15,true,true,false,false,,false,false,15,true,false,ff8fcb4f
"rainbow:lime_500_glass",,,5,true,true,false,false,,false,false,0,true,false,ff8fcb4f
"rainbow:lime_600_block",,,15,true,true,false,false,,false,false,0,true,false,ff5c8932
"rainbow:lime_600_plate",,,15,true,true,false,false,,false,false,0,true,false,ff5c8932
"rainbow:lime_600_lit",,,15,true,true,false,false,,false,false,15,true,false,ff5c8932
"rainbow:lime_600_lamp",,,15,true,true,false,false,,false,false,15,true,false,ff5c8932
"rainbow:lime_600_glass",,,5,true,true,false,false,,false,false,0,true,false,ff5c8932
"rainbow:lime_700_block",,,15,true,true,false,false,,false,false,0,true,false,ff34471a
"rainbow:lime_700_plate",,,15,true,true,false,false,,false,false,0,true,false,ff34471a
"rainbow:lime_700_lit",,,15,true,true,false,false,,false,false,15,true,false,ff34471a
"rainbow:lime_700_lamp",,,15,true,true,false,false,,false,false,15,true,false,ff34471a
"rainbow:lime_700_glass",,,5,true,true,false,false,,false,false,0,true,false,ff34471a
"rainbow:lime_800_block",,,15,true,true,false,false,,false,false,0,true,false,ff212513
"rainbow:lime_800_plate",,,15,true,true,false,false,,false,false,0,true,false,ff212513
"rainbow:lime_800_lit",,,15,true,true,false,false,,false,false,15,true,false,ff212513
"rainbow:lime_800_lamp",,,15,true,true,false,false,,false,false,15,true,false,ff212513
"rainbow:lime_800_glass",,,5,true,true,false,false,,false,false,0,true,false,ff212513
"rainbow:lime_900_block",,,15,true,true,false,false,,false,false,0,true,false,ff191a0f
"rainbow:lime_900_plate",,,15,true,true,false,false,,false,false,0,true,false,ff191a0f
"rainbow:lime_900_lit",,,15,true,true,false,false,,false,false,15,true,false,ff191a0f
"rainbow:lime_900_lamp",,,15,true,true,false,false,,false,false,15,true,false,ff191a0f
"rainbow:lime_900_glass",,,5,true,true,false,false,,false,false,0,true,false,ff191a0f
"rainbow:magenta_50_block",,,15,true,true,false,false,,false,false,0,true,false,ffffffff
"rainbow:magenta_50_plate",,,15,true,true,false,false,,false,false,0,true,false,ffffffff
"rainbow:magenta_50_lit",,,15,true,true,false,false,,false,false,15,true,false,ffffffff
"rainbow:magenta_50_lamp",,,15,true,true,false,false,,false,false,15,true,false,ffffffff
"rainbow:magenta_50_glass",,,5,true,true,false,false,,false,false,0,true,false,ffffffff
"rainbow:magenta_100_block",,,15,true,true,false,false,,false,false,0,true,false,ffffffff
"rainbow:magenta_100_plate",,,15,true,true,false,false,,false,false,0,true,false,ffffffff
"rainbow:magenta_100_lit",,,15,true,true,false,false,,false,false,15,true,false,ffffffff
"rainbow:magenta_100_lamp",,,15,true,true,false,false,,false,false,15,true,false,ffffffff
"rainbow:magenta_100_glass",,,5,true,true,false,false,,false,false,0,true,false,ffffffff
"rainbow:magenta_200_block",,,15,true,true,false,false,,false,false,0,true,false,fffffeff
"rainbow:magenta_200_plate",,,15,true,true,false,false,,false,false,0,true,false,fffffeff
"rainbow:magenta_200_lit",,,15,true,true,false,false,,false,false,15,true,false,fffffeff
"rainbow:magenta_200_lamp",,,15,true,true,false,false,,false,false,15,true,false,fffffeff
"rainbow:magenta_200_glass",,,5,true,true,false,false,,false,false,0,true,false,fffffeff
"rainbow:magenta_300_block",,,15,true,true,false,false,,false,false,0,true,false,ffffbcff
"rainbow:magenta_300_plate",,,15,true,true,false,false,,false,false,0,true,false,ffffbcff
"rainbow:magenta_300_lit",,,15,true,true,false,false,,false,false,15,true,false,ffffbcff
"rainbow:magenta_300_lamp",,,15,true,true,false,false,,false,false,15,true,false,ffffbcff
"rainbow:magenta_300_glass",,,5,true,true,false,false,,false,false,0,true,false,ffffbcff
"rainbow:magenta_400_block",,,15,true,true,false,false,,false,false,0,true,false,fffb89fc
"rainbow:magenta_400_plate",,,15,true,true,false,false,,false,false,0,true,false,fffb89fc
"rainbow:magenta_400_lit",,,15,true,true,false,false,,false,false,15,true,false,fffb89fc
"rainbow:magenta_400_lamp",,,15,true,true,false,false,,false,false,15,true,false,fffb89fc
"rainbow:magenta_400_glass",,,5,true,true,false,false,,false,false,0,true,false,fffb89fc
"rainbow:magenta_500_block",,,15,true,true,false,false,,false,false,0,true,false,ffd769ca
"rainbow:magenta_500_plate",,,15,true,true,false,false,,false,false,0,true,false,ffd769ca
"rainbow:magenta_500_lit",,,15,true,true,false,false,,false,false,15,true,false,ffd769ca
"rainbow:magenta_500_lamp",,,15,true,true,false,false,,false,false,15,true,false,ffd769ca
"rainbow:magenta_500_glass",,,5,true,true,false,false,,false,false,0,true,false,ffd769ca
"rainbow:magenta_600_block",,,15,true,true,false,false,,false,false,0,true,false,ff8e4188
"rainbow:magenta_600_plate",,,15,true,true,false,false,,false,false,0,true,false,ff8e4188
"rainbow:magenta_600_lit",,,15,true,true,false,false,,false,false,15,true,false,ff8e4188
"rainbow:magenta_600_lamp",,,15,true,true,false,false,,false,false,15,true,false,ff8e4188
"rainbow:magenta_600_glass",,,5,true,true,false,false,,false,false,0,true,false,ff8e4188
"rainbow:magenta_700_block",,,15,true,true,false,false,,false,false,0,true,false,ff432342
"rainbow:magenta_700_plate",,,15,true,true,false,false,,false,false,0,true,false,ff432342
"rainbow:magenta_700_lit",,,15,true,true,false,false,,false,false,15,true,false,ff432342
"rainbow:magenta_700_lamp",,,15,true,true,false,false,,false,false,15,true,false,ff432342
"rainbow:magenta_700_glass",,,5,true,true,false,false,,false,false,0,true,false,ff432342
"rainbow:magenta_800_block",,,15,true,true,false,false,,false,false,0,true,false,ff271623
"rainbow:magenta_800_plate",,,15,true,true,false,false,,false,false,0,true,false,ff271623
"rainbow:magenta_800_lit",,,15,true,true,false,false,,false,false,15,true,false,ff271623
"rainbow:magenta_800_lamp",,,15,true,true,false,false,,false,false,15,true,false,ff271623
"rainbow:magenta_800_glass",,,5,true,true,false,false,,false,false,0,true,false,ff271623
"rainbow:magenta_900_block",,,15,true,true,false,false,,false,false,0,true,false,ff1b1118
"rainbow:magenta_900_plate",,,15,true,true,false,false,,false,false,0,true,false,ff1b1118
"rainbow:magenta_900_lit",,,15,true,true,false,false,,false,false,15,true,false,ff1b1118
"rainbow:magenta_900_lamp",,,15,true,true,false,false,,false,false,15,true,false,ff1b1118
"rainbow:magenta_900_glass",,,5,true,true,false,false,,false,false,0,true,false,ff1b1118
"rainbow:orange_50_block",,,15,true,true,false,false,,false,false,0,true,false,ffffffff
"rainbow:orange_50_plate",,,15,true,true,false,false,,false,false,0,true,false,ffffffff
"rainbow:orange_50_lit",,,15,true,true,false,false,,false,false,15,true,false,ffffffff
"rainbow:orange_50_lamp",,,15,true,true,false,false,,false,false,15,true,false,ffffffff
"rainbow:orange_50_glass",,,5,true,true,false,false,,false,false,0,true,false,ffffffff
"rainbow:orange_100_block",,,15,true,true,false,false,,false,false,0,true,false,ffffffff
"rainbow:orange_100_plate",,,15,true,true,false,false,,false,false,0,true,false,ffffffff
"rainbow:orange_100_lit",,,15,true,true,false,false,,false,false,15,true,false,ffffffff
"rainbow:orange_100_lamp",,,15,true,true,false,false,,false,false,15,true,false,ffffffff
"rainbow:orange_100_glass",,,5,true,true,false,false,,false,false,0,true,false,ffffffff
"rainbow:orange_200_block",,,15,true,true,false,false,,false,false,0,true,false,fffffedf
"rainbow:orange_200_plate",,,15,true,true,false,false,,false,false,0,true,false,fffffedf
"rainbow:orange_200_lit",,,15,true,true,false,false,,false,false,15,true,false,fffffedf
"rainbow:orange_200_lamp",,,15,true,true,false,false,,false,false,15,true,false,fffffedf
"rainbow:orange_200_glass",,,5,true,true,false,false,,false,false,0,true,false,fffffedf
"rainbow:orange_300_block",,,15,true,true,false,false,,false,false,0,true,false,ffffe88a
"rainbow:orange_300_plate",,,15,true,true,false,false,,false,false,0,true,false,ffffe88a
"rainbow:orange_300_lit",,,15,true,true,false,false,,false,false,15,true,false,ffffe88a
"rainbow:orange_300_lamp",,,15,true,true,false,false,,false,false,15,true,false,ffffe88a
"rainbow:orange_300_glass",,,5,true,true,false,false,,false,false,0,true,false,ffffe88a
"rainbow:orange_400_block",,,15,true,true,false,false,,false,false,0,true,false,ffffb556
"rainbow:orange_400_plate",,,15,true,true,false,false,,false,false,0,true,false,ffffb556
"rainbow:orange_400_lit",,,15,true,true,false,false,,false,false,15,true,false,ffffb556
"rainbow:orange_400_lamp",,,15,true,true,false,false,,false,false,15,true,false,ffffb556
"rainbow:orange_400_glass",,,5,true,true,false,false,,false,false,0,true,false,ffffb556
"rainbow:orange_500_block",,,15,true,true,false,false,,false,false,0,true,false,ffff8d42
"rainbow:orange_500_plate",,,15,true,true,false,false,,false,false,0,true,false,ffff8d42
"rainbow:orange_500_lit",,,15,true,true,false,false,,false,false,15,true,false,ffff8d42
"rainbow:orange_500_lamp",,,15,true,true,false,false,,false,false,15,true,false,ffff8d42
"rainbow:orange_500_glass",,,5,true,true,false,false,,false,false,0,true,false,ffff8d42
"rainbow:orange_600_block",,,15,true,true,false,false,,false,false,0,true,false,ffd35f35
"rainbow:orange_600_plate",,,15,true,true,false,false,,false,false,0,true,false,ffd35f35
"rainbow:orange_600_lit",,,15,true,true,false,false,,false,false,15,true,false,ffd35f35
"rainbow:orange_600_lamp",,,15,true,true,false,false,,false,false,15,true,false,ffd35f35
"rainbow:orange_600_glass",,,5,true,true,false,false,,false,false,0,true,false,ffd35f35
"rainbow:orange_700_block",,,15,true,true,false,false,,false,false,0,true,false,ff662a1b
"rainbow:orange_700_plate",,,15,true,true,false,false,,false,false,0,true,false,ff662a1b
"rainbow:orange_700_lit",,,15,true,true,false,false,,false,false,15,true,false,ff662a1b
"rainbow:orange_700_lamp",,,15,true,true,false,false,,false,false,15,true,false,ff662a1b
"rainbow:orange_700_glass",,,5,true,true,false,false,,false,false,0,true,false,ff662a1b
"rainbow:orange_800_block",,,15,true,true,false,false,,false,false,0,true,false,ff321611
"rainbow:orange_800_plate",,,15,true,true,false,false,,false,false,0,true,false,ff321611
"rainbow:orange_800_lit",,,15,true,true,false,false,,false,false,15,true,false,ff321611
"rainbow:orange_800_lamp",,,15,true,true,false,false,,false,false,15,true,false,ff321611
"rainbow:orange_800_glass",,,5,true,true,false,false,,false,false,0,true,false,ff321611
"rainbow:orange_900_block",,,15,true,true,false,false,,false,false,0,true,false,ff22100d
"rainbow:orange_900_plate",,,15,true,true,false,false,,false,false,0,true,false,ff22100d
"rainbow:orange_900_lit",,,15,true,true,false,false,,false,false,15,true,false,ff22100d
"rainbow:orange_900_lamp",,,15,true,true,false,false,,false,false,15,true,false,ff22100d
"rainbow:orange_900_glass",,,5,true,true,false,false,,false,false,0,true,false,ff22100d
"rainbow:pink_50_block",,,15,true,true,false,false,,false,false,0,true,false,ffffffff
"rainbow:pink_50_plate",,,15,true,true,false,false,,false,false,0,true,false,ffffffff
"rainbow:pink_50_lit",,,15,true,true,false,false,,false,false,15,true,false,ffffffff
"rainbow:pink_50_lamp",,,15,true,true,false,false,,false,false,15,true,false,ffffffff
"rainbow:pink_50_glass",,,5,true,true,false,false,,false,false,0,true,false,ffffffff
"rainbow:pink_100_block",,,15,true,true,false,false,,false,false,0,true,false,ffffffff
"rainbow:pink_100_plate",,,15,true,true,false,false,,false,false,0,true,false,ffffffff
"rainbow:pink_100_lit",,,15,true,true,false,false,,false,false,15,true,false,ffffffff
"rainbow:pink_100_lamp",,,15,true,true,false,false,,false,false,15,true,false,ffffffff
"rainbow:pink_100_glass",,,5,true,true,false,false,,false,false,0,true,false,ffffffff
"rainbow:pink_200_block",,,15,true,true,false,false,,false,false,0,true,false,ffffffff
"rainbow:pink_200_plate",,,15,true,true,false,false,,false,false,0,true,false,ffffffff
"rainbow:pink_200_lit",,,15,true,true,false,false,,false,false,15,true,false,ffffffff
"rainbow:pink_200_lamp",,,15,true,true,false,false,,false,false,15,true,false,ffffffff
"rainbow:pink_200_glass",,,5,true,true,false,false,,false,false,0,true,false,ffffffff
"rainbow:pink_300_block",,,15,true,true,false,false,,false,false,0,true,false,fffff2ff
"rainbow:pink_300_plate",,,15,true,true,false,false,,false,false,0,true,false,fffff2ff
"rainbow:pink_300_lit",,,15,true,true,false,false,,false,false,15,true,false,fffff2ff
"rainbow:pink_300_lamp",,,15,true,true,false,false,,false,false,15,true,false,fffff2ff
"rainbow:pink_300_glass",,,5,true,true,false,false,,false,false,0,true,false,fffff2ff
"rainbow:pink_400_block",,,15,true,true,false,false,,false,false,0,true,false,ffffceff
"rainbow:pink_400_plate",,,15,true,true,false,false,,false,false,0,true,false,ffffceff
"rainbow:pink_400_lit",,,15,true,true,false,false,,false,false,15,true,false,ffffceff
"rainbow:pink_400_lamp",,,15,true,true,false,false,,false,false,15,true,false,ffffceff
"rainbow:pink_400_glass",,,5,true,true,false,false,,false,false,0,true,false,ffffceff
"rainbow:pink_500_block",,,15,true,true,false,false,,false,false,0,true,false,ffffbaf4
"rainbow:pink_500_plate",,,15,true,true,false,false,,false,false,0,true,false,ffffbaf4
"rainbow:pink_500_lit",,,15,true,true,false,false,,false,false,15,true,false,ffffbaf4
"rainbow:pink_500_lamp",,,15,true,true,false,false,,false,false,15,true,false,ffffbaf4
"rainbow:pink_500_glass",,,5,true,true,false,false,,false,false,0,true,false,ffffbaf4
"rainbow:pink_600_block",,,15,true,true,false,false,,false,false,0,true,false,fff29bbb
"rainbow:pink_600_plate",,,15,true,true,false,false,,false,false,0,true,false,fff29bbb
"rainbow:pink_600_lit",,,15,true,true,false,false,,false,false,15,true,false,fff29bbb
"rainbow:pink_600_lamp",,,15,true,true,false,false,,false,false,15,true,false,fff29bbb
"rainbow:pink_600_glass",,,5,true,true,false,false,,false,false,0,true,false,fff29bbb
"rainbow:pink_700_block",,,15,true,true,false,false,,false,false,0,true,false,ff64444d
"rainbow:pink_700_plate",,,15,true,true,false,false,,false,false,0,true,false,ff64444d
"rainbow:pink_700_lit",,,15,true,true,false,false,,false,false,15,true,false,ff64444d
"rainbow:pink_700_lamp",,,15,true,true,false,false,,false,false,15,true,false,ff64444d
"rainbow:pink_700_glass",,,5,true,true,false,false,,false,false,0,true,false,ff64444d
"rainbow:pink_800_block",,,15,true,true,false,false,,false,false,0,true,false,ff2b1f23
"rainbow:pink_800_plate",,,15,true,true,false,false,,false,false,0,true,false,ff2b1f23
"rainbow:pink_800_lit",,,15,true,true,false,false,,false,false,15,true,false,ff2b1f23
"rainbow:pink_800_lamp",,,15,true,true,false,false,,false,false,15,true,false,ff2b1f23
"rainbow:pink_800_glass",,,5,true,true,false,false,,false,false,0,true,false,ff2b1f23
"rainbow:pink_900_block",,,15,true,true,false,false,,false,false,0,true,false,ff1d1517
"rainbow:pink_900_plate",,,15,true,true,false,false,,false,false,0,true,false,ff1d1517
"rainbow:pink_900_lit",,,15,true,true,false,false,,false,false,15,true,false,ff1d1517
"rainbow:pink_900_lamp",,,15,true,true,false,false,,false,false,15,true,false,ff1d1517
"rainbow:pink_900_glass",,,5,true,true,false,false,,false,false,0,true,false,ff1d1517
"rainbow:purple_50_block",,,15,true,true,false,false,,false,false,0,true,false,ffffffff
"rainbow:purple_50_plate",,,15,true,true,false,false,,false,false,0,true,false,ffffffff
"rainbow:purple_50_lit",,,15,true,true,false,false,,false,false,15,true,false,ffffffff
"rainbow:purple_50_lamp",,,15,true,true,false,false,,false,false,15,true,false,ffffffff
"rainbow:purple_50_glass",,,5,true,true,false,false,,false,false,0,true,false,ffffffff
"rainbow:purple_100_block",,,15,true,true,false,false,,false,false,0,true,false,ffffffff
"rainbow:purple_100_plate",,,15,true,true,false,false,,false,false,0,true,false,ffffffff
"rainbow:purple_100_lit",,,15,true,true,false,false,,false,false,15,true,false,ffffffff
"rainbow:purple_100_lamp",,,15,true,true,false,false,,false,false,15,true,false,ffffffff
"rainbow:purple_100_glass",,,5,true,true,false,false,,false,false,0,true,false,ffffffff
"rainbow:purple_200_block",,,15,true,true,false,false,,false,false,0,true,false,fffff4ff
"rainbow:purple_200_plate",,,15,true,true,false,false,,false,false,0,true,false,fffff4ff
"rainbow:purple_200_lit",,,15,true,true,false,false,,false,false,15,true,false,fffff4ff
"rainbow:purple_200_lamp",,,15,true,true,false,false,,false,false,15,true,false,fffff4ff
"rainbow:purple_200_glass",,,5,true,true,false,false,,false,false,0,true,false,fffff4ff
"rainbow:purple_300_block",,,15,true,true,false,false,,false,false,0,true,false,ffeaa3fb
"rainbow:purple_300_plate",,,15,true,true,false,false,,false,false,0,true,false,ffeaa3fb
"rainbow:purple_300_lit",,,15,true,true,false,false,,false,false,15,true,false,ffeaa3fb
"rainbow:purple_300_lamp",,,15,true,true,false,false,,false,false,15,true,false,ffeaa3fb
"rainbow:purple_300_glass",,,5,true,true,false,false,,false,false,0,true,false,ffeaa3fb
"rainbow:purple_400_block",,,15,true,true,false,false,,false,false,0,true,false,ffad67d4
"rainbow:purple_400_plate",,,15,true,true,false,false,,false,false,0,true,false,ffad67d4
"rainbow:purple_400_lit",,,15,true,true,false,false,,false,false,15,true,false,ffad67d4
"rainbow:purple_400_lamp",,,15,true,true,false,false,,false,false,15,true,false,ffad67d4
"rainbow:purple_400_glass",,,5,true,true,false,false,,false,false,0,true,false,ffad67d4
"rainbow:purple_500_block",,,15,true,true,false,false,,false,false,0,true,false,ff7c3eab
"rainbow:purple_500_plate",,,15,true,true,false,false,,false,false,0,true,false,ff7c3eab
"rainbow:purple_500_lit",,,15,true,true,false,false,,false,false,15,true,false,ff7c3eab
"rainbow:purple_500_lamp",,,15,true,true,false,false,,false,false,15,true,false,ff7c3eab
"rainbow:purple_500_glass",,,5,true,true,false,false,,false,false,0,true,false,ff7c3eab
"rainbow:purple_600_block",,,15,true,true,false,false,,false,false,0,true,false,ff4d2c73
"rainbow:purple_600_plate",,,15,true,true,false,false,,false,false,0,true,false,ff4d2c73
"rainbow:purple_600_lit",,,15,true,true,false,false,,false,false,15,true,false,ff4d2c73
"rainbow:purple_600_lamp",,,15,true,true,false,false,,false,false,15,true,false,ff4d2c73
"rainbow:purple_600_glass",,,5,true,true,false,false,,false,false,0,true,false,ff4d2c73
"rainbow:purple_700_block",,,15,true,true,false,false,,false,false,0,true,false,ff2d1a39
"rainbow:purple_700_plate",,,15,true,true,false,false,,false,false,0,true,false,ff2d1a39
"rainbow:purple_700_lit",,,15,true,true,false,false,,false,false,15,true,false,ff2d1a39
"rainbow:purple_700_lamp",,,15,true,true,false,false,,false,false,15,true,false,ff2d1a39
"rainbow:purple_700_glass",,,5,true,true,false,false,,false,false,0,true,false,ff2d1a39
"rainbow:purple_800_block",,,15,true,true,false,false,,false,false,0,true,false,ff1d1223
"rainbow:purple_800_plate",,,15,true,true,false,false,,false,false,0,true,false,ff1d1223
"rainbow:purple_800_lit",,,15,true,true,false,false,,false,false,15,true,false,ff1d1223
"rainbow:purple_800_lamp",,,15,true,true,false,false,,false,false,15,true,false,ff1d1223
"rainbow:purple_800_glass",,,5,true,true,false,false,,false,false,0,true,false,ff1d1223
"rainbow:purple_900_block",,,15,true,true,false,false,,false,false,0,true,false,ff160f18
"rainbow:purple_900_plate",,,15,true,true,false,false,,false,false,0,true,false,ff160f18
"rainbow:purple_900_lit",,,15,true,true,false,false,,false,false,15,true,false,ff160f18
"rainbow:purple_900_lamp",,,15,true,true,false,false,,false,false,15,true,false,ff160f18
"rainbow:purple_900_glass",,,5,true,true,false,false,,false,false,0,true,false,ff160f18
"rainbow:red_50_block",,,15,true,true,false,false,,false,false,0,true,false,ffffffff
"rainbow:red_50_plate",,,15,true,true,false,false,,false,false,0,true,false,ffffffff
"rainbow:red_50_lit",,,15,true,true,false,false,,false,false,15,true,false,ffffffff
"rainbow:red_50_lamp",,,15,true,true,false,false,,false,false,15,true,false,ffffffff
"rainbow:red_50_glass",,,5,true,true,false,false,,false,false,0,true,false,ffffffff
"rainbow:red_100_block",,,15,true,true,false,false,,false,false,0,true,false,ffffffff
"rainbow:red_100_plate",,,15,true,true,false,false,,false,false,0,true,false,ffffffff
"rainbow:red_100_lit",,,15,true,true,false,false,,false,false,15,true,false,ffffffff
"rainbow:red_100_lamp",,,15,true,true,false,false,,false,false,15,true,false,ffffffff
"rainbow:red_100_glass",,,5,true,true,false,false,,false,false,0,true,false,ffffffff
"rainbow:red_200_block",,,15,true,true,false,false,,false,false,0,true,false,ffffe5ef
"rainbow:red_200_plate",,,15,true,true,false,false,,false,false,0,true,false,ffffe5ef
"rainbow:red_200_lit",,,15,true,true,false,false,,false,false,15,true,false,ffffe5ef
"rainbow:red_200_lamp",,,15,true,true,false,false,,false,false,15,true,false,ffffe5ef
"rainbow:red_200_glass",,,5,true,true,false,false,,false,false,0,true,false,ffffe5ef
"rainbow:red_300_block",,,15,true,true,false,false,,false,false,0,true,false,fffb8792
"rainbow:red_300_plate",,,15,true,true,false,false,,false,false,0,true,false,fffb8792
"rainbow:red_300_lit",,,15,true,true,false,false,,false,false,15,true,false,fffb8792
"rainbow:red_300_lamp",,,15,true,true,false,false,,false,false,15,true,false,fffb8792
"rainbow:red_300_glass",,,5,true,true,false,false,,false,false,0,true,false,fffb8792
"rainbow:red_400_block",,,15,true,true,false,false,,false,false,0,true,false,ffcf4554
"rainbow:red_400_plate",,,15,true,true,false,false,,false,false,0,true,false,ffcf4554
"rainbow:red_400_lit",,,15,true,true,false,false,,false,false,15,true,false,ffcf4554
"rainbow:red_400_lamp",,,15,true,true,false,false,,false,false,15,true,false,ffcf4554
"rainbow:red_400_glass",,,5,true,true,false,false,,false,false,0,true,false,ffcf4554
"rainbow:red_500_block",,,15,true,true,false,false,,false,false,0,true,false,ffaa2632
"rainbow:red_500_plate",,,15,true,true,false,false,,false,false,0,true,false,ffaa2632
"rainbow:red_500_lit",,,15,true,true,false,false,,false,false,15,true,false,ffaa2632
"rainbow:red_500_lamp",,,15,true,true,false,false,,false,false,15,true,false,ffaa2632
"rainbow:red_500_glass",,,5,true,true,false,false,,false,false,0,true,false,ffaa2632
"rainbow:red_600_block",,,15,true,true,false,false,,false,false,0,true,false,ff751c26
"rainbow:red_600_plate",,,15,true,true,false,false,,false,false,0,true,false,ff751c26
